res_id,name,establishment,url,address,city,locality,latitude_res,longitude_res,locality_verbose,cuisines,timings,average_cost_for_two,highlights,aggregate_rating,rating_text,fclass,name.1,latitude_uni,longitude_uni,proximity
18627369,Biergarten,Pub,https://www.zomato.com/bangalore/biergarten-koramangala-5th-block?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4th B Cross, Koramangala 5th Block, Bangalore",Bangalore,Koramangala 5th Block,12.93342671,77.61438388,"Koramangala 5th Block, Bangalore","Continental, North Indian, Chinese, European, BBQ, Finger Food, Asian","12 Noon to 12 Midnight (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",2100,"['Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'LGBTQIA Friendly', 'Wifi', 'Live Entertainment', 'Nightlife', 'Valet Parking Available', 'Fullbar', 'Outdoor Seating', 'Indoor Seating', 'Serves Cocktails', 'Live Sports Screening', 'Sports TV', 'Craft Beer', 'Gastro Pub', 'Live Music', 'Rooftop', 'Available for Functions']",4.9,Excellent,school,"A E T School Sree Annapoornesh, Kothanur",12.8755011,77.5806222,7.407933938616913
18706428,Byg Brewski Brewing Company,Microbrewery,https://www.zomato.com/bangalore/byg-brewski-brewing-company-hennur-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"22/123, Byrathi Village, Bidarahalli Hobli, Hennur, Bangalore",Bangalore,Hennur,13.07066998,77.65280586,"Hennur, Bangalore","Finger Food, Fast Food, North Indian, Italian",12:30 PM to 1 AM,1600,"['Dinner', 'Cash', 'Lunch', 'Credit Card', 'Debit Card', 'DJ', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Brunch', 'Nightlife', 'Fullbar', 'Live Music', 'Table booking recommended']",4.7,Excellent,school,"A V S Convent, Madiwala",12.9237085,77.6116936,16.937582573696503
18782265,The Bangalore Cafe,Casual Dining,https://www.zomato.com/bangalore/the-bangalore-cafe-1-shanti-nagar-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4, KH Road, Double Road, Shanti Nagar, Bangalore",Bangalore,Shanti Nagar,12.96164828,77.59451576,"Shanti Nagar, Bangalore","Modern Indian, North Indian, Pizza, Continental, Beverages","12 Noon to 12 Midnight (Mon-Thu), 12 Noon to 1 AM (Fri-Sun)",800,"['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Free Parking', 'Indoor Seating', 'Table booking for Groups', 'Available for Functions', 'Disabled Friendly', 'Private Dining Area Available', 'Wifi', 'Serves Jain Food', 'Outdoor Seating', 'Free Wifi', 'Table reservation required', 'Air Conditioned', 'Wheelchair Accessible', 'Pure Veg', 'Desserts and Bakes']",4.6,Excellent,school,à²¤à²¾à²¯à²¿ à²¤à³†à²°à³‡à²¸à²¾ à²¶à²¾à²²à³†,13.0434224,77.55106001,10.239484995733767
18811668,Stories - The Brew Chapter,Bar,https://www.zomato.com/bangalore/stories-the-brew-chapter-btm-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"348/1/2, Survey 62, 29th Main, 2nd Stage, Lake Road, BTM, Bangalore",Bangalore,BTM,12.905777,77.608377,"BTM, Bangalore","Bar Food, Continental, Chinese, Italian",12 Noon to 1 AM,2000,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Debit Card', 'DJ', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Rooftop', 'Sneakpeek', 'Live Entertainment', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted', 'Smoking Area']",4.8,Excellent,college,Aavishkar Academy,13.02838877,77.62773114,13.794163342779317
57833,Big Pitcher,Pub,https://www.zomato.com/bangalore/big-pitcher-airport-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4121, LR Arcade, Old Airport Road, Bangalore",Bangalore,Old Airport Road,12.96013844,77.64692377,"Old Airport Road, Bangalore","American, Continental, North Indian, Mediterranean",11am â€“ 1am (Mon-Sun),1800,"['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Live Sports Screening', 'Valet Parking Available', 'Fullbar', 'Live Music', 'Table reservation required', 'Air Conditioned', 'Smoking Area', 'Buffet', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Rooftop', 'Digital Payments Accepted', 'Wifi']",4.8,Excellent,college,Abbas Khan College,13.08485743,77.54897137,17.46232082768593
18843699,The Bier Library,Microbrewery,https://www.zomato.com/bangalore/the-bier-library-koramangala-6th-block-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"14, Patel Narayana Reddy Layout, 80 Feet Main Road, Koramangala 6th Block, Bangalore",Bangalore,Koramangala 6th Block,12.939076,77.626065,"Koramangala 6th Block, Bangalore","Continental, North Indian, Pizza, BBQ",12 Noon to 1 AM,2000,"['Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Air Conditioned', 'Desserts and Bakes', 'Live Entertainment', 'Nightlife', 'Fullbar', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended', 'Available for Functions', 'Sneakpeek', 'Smoking Area', 'Live Sports Screening', 'Valet Parking Available', 'Gastro Pub', 'Live Music', 'Serves Cocktails']",4.4,Very Good,school,Abhayadhama Human Development Center,12.97788761,77.74819282,13.920042367920002
58882,Byg Brewski Brewing Company,Microbrewery,https://www.zomato.com/bangalore/byg-brewski-brewing-company-sarjapur-road-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Behind MK Retail, Sarjapur Road, Bangalore",Bangalore,Sarjapur Road,12.91293443,77.68290594,"Sarjapur Road, Bangalore","Continental, North Indian, Italian, South Indian, Finger Food, Pizza",Mon-Sun (12:30 PM to 1 AM),1600,"['Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Nightlife', 'Fullbar', 'Live Music', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted', 'Wifi', 'Brunch']",4.9,Excellent,college,Academic Block Sapthagiri College,13.0682855,77.5044244,25.930096374241604
18871246,ShakesBierre,Microbrewery,https://www.zomato.com/bangalore/shakesbierre-1-brigade-road-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Level 5, Eva Mall, Brigade Road, Bangalore",Bangalore,"Eva Mall, Brigade Road",12.97103679,77.60702558,"Eva Mall, Brigade Road, Bangalore","Asian, Continental, European, North Indian","12 Noon to 12 Midnight (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",2000,"['Dinner', 'Debit Card', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Table booking recommended', 'LGBTQIA Friendly', 'Smoking Area', 'Vegan Options', 'DJ', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Serves Cocktails', 'Free Wifi', 'Air Conditioned', 'Sneakpeek', 'Live Entertainment', 'Nightlife', 'Fullbar', 'Live Music', 'Rooftop']",4.6,Excellent,college,Acharya Bangalore Business School,13.04735984,77.59682269,8.55842138124122
18254597,Brew and Barbeque - A Microbrewery Pub,Microbrewery,https://www.zomato.com/bangalore/brew-and-barbeque-a-microbrewery-pub-marathahalli-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"36/4, Fourth Floor, Soul Space Arena, Outer Ring Road, Doddanekkundi Village, Marathahalli, Bangalore",Bangalore,"Soul Space Arena Mall, Marathahalli",12.98016586,77.69337125,"Soul Space Arena Mall, Marathahalli, Bangalore","Continental, North Indian, BBQ, Steak","12:30 PM to 11:30 PM (Mon-Tue), 12:30 PM to 1 AM (Wed-Sat), 12:30 PM to 12:30 AM (Sun)",1400,"['Dinner', 'Credit Card', 'Debit Card', 'Lunch', 'Mall Parking', 'Cash', 'Delivery', 'Live Entertainment', 'Nightlife', 'Valet Parking Available', 'Fullbar', 'Beer', 'Indoor Seating', 'Air Conditioned', 'LGBTQIA Friendly', 'Smoking Area', 'Wifi', 'Live Sports Screening', 'Pool Table', 'Craft Beer', 'Outdoor Seating', 'Live Music', 'Serves Cocktails', 'Table reservation required', 'Wheelchair Accessible', 'Buffet']",4.9,Excellent,college,Acharya graduate studies,13.0836189,77.4841495,25.417341389061118
18422898,Hoot,Microbrewery,https://www.zomato.com/bangalore/hoot-sarjapur-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2034/69, Block 2, Kaikondrahalli, Varthur Hobli, Sarjapur Road, Bangalore",Bangalore,Sarjapur Road,12.91411089,77.67840721,"Sarjapur Road, Bangalore","Continental, Italian, North Indian","12 Noon to 12:30 AM (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",1400,"['Debit Card', 'Lunch', 'Serves Alcohol', 'Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'DJ', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Beer', 'Romantic Dining', 'LGBTQIA Friendly', 'Hookah', 'Wheelchair Accessible', 'Live Entertainment', 'Valet Parking Available', 'Fullbar', 'Wine', 'Indoor Seating', 'Serves Cocktails', 'Table booking recommended', 'Smoking Area']",4.5,Excellent,college,Acharya Institute of Technology,12.8907223,77.6673259,2.864643568020653
19092616,Daddy,Bar,https://www.zomato.com/bangalore/daddy-indiranagar-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"963, 12th Main Road, Indiranagar, Bangalore",Bangalore,Indiranagar,12.969999,77.639917,"Indiranagar, Bangalore","Finger Food, Continental, North Indian, Asian, Pizza",12 Noon to 1 AM,1400,"['Credit Card', 'Dinner', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Nightlife', 'Live Music', 'Rooftop', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted']",4.3,Very Good,college,ACS College of Engineering,12.94503688,77.75330301,12.596522893812642
51040,Truffles,CafÃ©,https://www.zomato.com/bangalore/truffles-koramangala-5th-block?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"28, 4th 'B' Cross, Koramangala 5th Block, Bangalore",Bangalore,Koramangala 5th Block,12.93342671,77.61438388,"Koramangala 5th Block, Bangalore","Cafe, American, Burger, Steak","12noon â€“ 3:50pm, 7pm â€“ 10:30pm (Mon),12noon â€“ 10:30pm (Tue-Sun)",900,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Table booking not available', 'Sneakpeek']",4.6,Excellent,school,"Act Secondary HPS , Beratena Agrahara",12.8661456,77.6585897,8.884125979393453
18430785,Communiti,Microbrewery,https://www.zomato.com/bangalore/communiti-residency-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"67 & 68, Brigade Solitaire, Opposite To Advaith Hyundai, Residency Road, Bangalore",Bangalore,Residency Road,12.97221919,77.60836903,"Residency Road, Bangalore","Continental, BBQ",11:30am â€“ 1am (Mon-Sun),1500,"['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Air Conditioned', 'Pet Friendly', 'Valet Parking Available', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Smoking Area']",4.9,Excellent,school,Adarsh KHPS,12.9306021,77.589132,5.0754808421528
18578798,TBC Sky Lounge,Bar,https://www.zomato.com/bangalore/tbc-sky-lounge-hsr?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Astra Hotel, 2795, 27th Main, Sector 1, HSR, Bangalore",Bangalore,HSR,12.92287279,77.65154488,"HSR, Bangalore","Continental, Asian, Italian, North Indian",12 Noon to 12 Midnight,1600,"['Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Nightlife', 'Outdoor Seating', 'Rooftop', 'Table booking recommended', 'Smoking Area', 'DJ', 'Fullbar', 'Indoor Seating', 'Air Conditioned']",4.9,Excellent,school,"Adarsha Edu Centre HPS , Hongasandra 1",12.8915456,77.6250974,4.511228635742055
18758079,Fire Station,Pub,https://www.zomato.com/bangalore/fire-station-electronic-city-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"154, Neeladri Main Road, Above Unlimited Store, Doddathoguru, Phase 1, Electronic City, Bangalore",Bangalore,Electronic City,12.84148635,77.64751956,"Electronic City, Bangalore","Finger Food, Continental, Pizza, Mexican, Burger, Desserts, Italian, North Indian",12Noon to 1AM (Mon-Sun),1600,"['Delivery', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Live Sports Screening', 'Valet Parking Available', 'Gastro Pub', 'Live Music', 'Rooftop', 'Digital Payments Accepted', 'Air Conditioned', 'Live Entertainment', 'Nightlife', 'Fullbar', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended', 'Available for Functions', 'Resto Bar', 'Smoking Area', 'Buffet']",4.5,Excellent,college,Adarsha Film & TV Institute,13.07098144,77.49450964,30.432307580213514
18712148,Hangover,Bar,https://www.zomato.com/bangalore/hangover-hsr-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2324, 17th Cross, 27th Main, Opposite Studio Pepper Fry, Sector 1, HSR, Bangalore",Bangalore,HSR,12.91200567,77.65070133,"HSR, Bangalore","Asian, Continental, Finger Food",12noon â€“ 12midnight (Mon-Sun),1600,"['Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Dinner', 'Serves Alcohol', 'Cash', 'Gastro Pub', 'Wifi', 'Beer', 'Wheelchair Accessible', 'Wine', 'Nightlife', 'Indoor Seating', 'LGBTQIA Friendly', 'Live Sports Screening', 'Live Music', 'Fullbar', 'Disabled Friendly', 'Valet Parking Available', 'Serves Cocktails', 'Outdoor Seating', 'Smoking Area']",4.4,Very Good,school,Adhyatama Vidhya Peetham,12.94828004,77.60861009,6.089173668179406
18853706,Brahma Brews,Microbrewery,https://www.zomato.com/bangalore/brahma-brews-jp-nagar-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"24th Main, 7th Phase, Opposite Brigade Palm Springs, JP Nagar, Bangalore",Bangalore,JP Nagar,12.893361,77.586389,"JP Nagar, Bangalore","Bar Food, Asian, Italian, North Indian, Pizza, South Indian",12 Noon to 12 Midnight,1600,"['Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Dinner', 'Live Sports Screening', 'Sports TV', 'Craft Beer', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended', 'Smoking Area', 'Nightlife', 'Valet Parking Available', 'Fullbar', 'Live Music', 'Rooftop', 'Sneakpeek']",4.4,Very Good,school,Adichunchanagiri ITI college,13.0973531,77.3994908,30.406740785722697
18866963,The Globe Grub,Casual Dining,https://www.zomato.com/bangalore/the-globe-grub-btm-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"C K Emerald, Opposite Yes Bank, BTM Layout, Near Shoppers Stop Bannerghata Main Road, BTM, Bangalore",Bangalore,BTM,12.91022984,77.60032676,"BTM, Bangalore","Continental, North Indian, Asian, Italian","11:30 AM to 4 PM, 6:30 PM to 11 PM",1300,"['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Digital Payments Accepted', 'Smoking Area', 'Buffet', 'Indoor Seating', 'Wifi']",4.8,Excellent,college,Adichunchanagiri Shikshana Trust,12.90968541,77.58131622,2.0613309959827344
51705,Toit,Microbrewery,https://www.zomato.com/bangalore/toit-indiranagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"298, 100 Feet Road, Namma Metro Pillar 62, Indiranagar, Bangalore",Bangalore,Indiranagar,12.9788881,77.640922,"Indiranagar, Bangalore","Italian, American","12Noon to 12Midnight (Mon-Tue),12Noon to 1AM (Wed-Sun)",1000,"['Debit Card', 'Dinner', 'Credit Card', 'Lunch', 'Cash', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Air Conditioned', 'Pet Friendly', 'Wifi', 'Valet Parking Available', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Smoking Area']",4.6,Excellent,school,Adithya public school,12.9499206,77.6151518,4.262979551793451
18967286,Gilly's Restobar,Casual Dining,https://www.zomato.com/bangalore/gillys-restobar-bannerghatta-road-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"175/176, The Pavilion, Opposite Brand Factory, Bannerghatta Road, Bangalore",Bangalore,Bannerghatta Road,12.903845,77.601254,"Bannerghatta Road, Bangalore","Finger Food, Continental, North Indian",12 Noon to 12 Midnight,1400,"['Dinner', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Valet Parking Available', 'Live Music', 'Rooftop', 'Smoking Area', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended']",4.5,Excellent,school,"Aditya Venkatapura, Madiwala",12.9173053,77.6330233,3.7545102069100773
18945224,Secret Of Bangalore,Casual Dining,https://www.zomato.com/bangalore/secret-of-bangalore-rajarajeshwari-nagar-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shakthi Hill Resort, BEML Layout, Off Mysore Road, V Stage, RR Nagar, Rajarajeshwari Nagar, Bangalore",Bangalore,Rajarajeshwari Nagar,12.90926381,77.52734754,"Rajarajeshwari Nagar, Bangalore","North Indian, South Indian, Continental, Asian, Desserts",11 AM to 1 AM,1200,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Nightlife', 'Outdoor Seating', 'Free Wifi', 'Air Conditioned', 'Smoking Area', 'Live Sports Screening', 'Fullbar', 'Indoor Seating', 'Table booking recommended']",4.5,Excellent,school,Advanced Animation Academy,13.0089647,77.580665,12.501422864384224
18950497,Inntense Restobar,Bar,https://www.zomato.com/bangalore/inntense-restobar-indiranagar-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3, Smart Square Complex, 4th Floor, 100 Feet Road, Indiranagar, Bangalore",Bangalore,Indiranagar,12.98333721,77.64036141,"Indiranagar, Bangalore","Finger Food, Continental, North Indian, Fast Food","12 Midnight to 12:30 AM, 11:30 AM to 12 Midnight",1600,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Credit Card', 'Fullbar', 'Indoor Seating', 'Serves Cocktails', 'Free Wifi', 'DJ', 'Nightlife', 'Valet Parking Available', 'Outdoor Seating', 'Rooftop', 'Air Conditioned', 'Smoking Area', 'Live Sports Screening']",4.5,Excellent,school,"AECS Magnolia Maruthi Public School, Arakere",12.88470052,77.59703273,11.930814250314526
18313531,Biergarten,Microbrewery,https://www.zomato.com/bangalore/biergarten-whitefield?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2, Doddanekkundi, Whitefield Road, Mahadevpura, Whitefield, Bangalore",Bangalore,Whitefield,12.98244595,77.70853277,"Whitefield, Bangalore","Continental, European, BBQ, Chinese, Asian","12 Noon to 12 Midnight (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",2400,"['Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'DJ', 'Live Sports Screening', 'Valet Parking Available', 'Fullbar', 'Live Music', 'Wifi', 'LGBTQIA Friendly', 'Live Entertainment', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended', 'Smoking Area']",4.8,Excellent,college,Agragami College of Aeronautical Engineering,12.84541796,77.77681163,16.93883074200703
61381,Kota Kachori,Quick Bites,https://www.zomato.com/bangalore/kota-kachori-koramangala-6th-block?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"635, 100 Feet Road, Koramangala 6th Block, Bangalore",Bangalore,Koramangala 6th Block,12.9361487,77.62540944,"Koramangala 6th Block, Bangalore","Street Food, Desserts, North Indian, Mithai, Rajasthani",8 AM to 9:30 PM,400,"['No Alcohol Available', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Takeaway Available', 'Breakfast', 'Lunch Menu', 'Kid Friendly', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Sneakpeek', 'Self Service', 'Serves Jain Food']",4.2,Very Good,college,Agricultural Engineering,13.0788225,77.5717807,16.895099377449426
18595782,The Pallet,Microbrewery,https://www.zomato.com/bangalore/the-pallet-whitefield?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"HVP Crest, ITPL Main Road, Whitefield, Bangalore",Bangalore,Whitefield,12.99081994,77.72312131,"Whitefield, Bangalore","Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos","12 Noon to 11:30 PM (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",1600,"['Lunch', 'Cash', 'Debit Card', 'Dinner', 'Serves Alcohol', 'Takeaway Available', 'Credit Card', 'Table booking recommended', 'Private Dining Area Available', 'Buffet', 'DJ', 'Live Sports Screening', 'Fullbar', 'Serves Cocktails', 'Smoking Area', 'Dance Floor', 'Nightlife', 'Wine', 'Air Conditioned', 'Wheelchair Accessible', 'Free Parking', 'Sports TV', 'Beer', 'Brunch', 'Live Entertainment', 'Craft Beer', 'Indoor Seating']",4.4,Very Good,university,Agriculture and Management,12.92341979,77.52332814,22.910803307064437
19001666,Aurum Brew Works,Microbrewery,https://www.zomato.com/bangalore/aurum-brew-works-sarjapur-road-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, Gold Sand, Doddakannelli, Sarjapur Road, Bangalore",Bangalore,Sarjapur Road,12.91025108,77.68556066,"Sarjapur Road, Bangalore","European, American, Modern Indian","12 Noon to 11:30 PM (Mon-Thu), 12 Noon to 12:30 AM (Fri-Sun)",1500,"['Dinner', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Valet Parking Available', 'Fullbar', 'Beer', 'Indoor Seating', 'Serves Cocktails', 'Table booking recommended', 'Kid Friendly', 'Smoking Area', 'LGBTQIA Friendly', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Live Music', 'Rooftop', 'Air Conditioned']",4.4,Very Good,school,Air Force School,13.0721308,77.5492982,23.280449798135255
18772094,Bombay Adda,Casual Dining,https://www.zomato.com/bangalore/bombay-adda-koramangala-7th-block-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"6, Z1 Construction Building, 5th Floor, Next To Sapna Book House, 20th Main Road, Koramangala 7th Block, Bangalore",Bangalore,Koramangala 7th Block,12.93480372,77.61344645,"Koramangala 7th Block, Bangalore",Modern Indian,12noon â€“ 1am (Mon-Sun),1100,"['Lunch', 'Serves Alcohol', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'DJ', 'Free Parking', 'Live Sports Screening', 'Valet Parking Available', 'Wine', 'Live Music', 'Rooftop', 'Air Conditioned', 'Smoking Area', 'Dance Floor', 'Live Entertainment', 'Nightlife', 'Fullbar', 'Beer', 'Indoor Seating', 'Serves Cocktails', 'Digital Payments Accepted']",4.4,Very Good,school,Akash Iit Jee,12.9564532,77.7168776,11.464295832095045
18588523,La Casa Brewery And Kitchen,Microbrewery,https://www.zomato.com/bangalore/la-casa-brewery-and-kitchen-sarjapur-road-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"15, Amrita Engineering College Road, Kasavanahalli, Sarjapur Road, Bangalore",Bangalore,Sarjapur Road,12.90412774,77.67593555,"Sarjapur Road, Bangalore","Finger Food, Continental, Seafood",12noon â€“ 1am (Mon-Sun),1500,"['Dinner', 'Cash', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Takeaway Available', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Brunch', 'Free Parking', 'Live Sports Screening', 'Nightlife', 'Fullbar', 'Live Music', 'Smoking Area', 'All Day Breakfast', 'Buffet', 'Table reservation required', 'Live Entertainment']",4.5,Excellent,college,Akash Institute of Medical Sciences,12.97702746,77.43279229,27.56832435888834
51232,Meghana Foods,Casual Dining,https://www.zomato.com/bangalore/meghana-foods-jayanagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"52, 1st Floor, 33rd Cross, 4th Block, Jayanagar, Bangalore",Bangalore,Jayanagar,12.92630923,77.58455437,"Jayanagar, Bangalore","Biryani, Andhra, North Indian, Seafood","12 Noon to 4 PM, 7 PM to 11 PM",600,"['Cash', 'Debit Card', 'Takeaway Available', 'Lunch', 'Credit Card', 'Delivery', 'No Alcohol Available', 'Dinner', 'Air Conditioned', 'Table booking recommended', 'Indoor Seating']",4.5,Excellent,school,Akash International School,13.07735563,77.57975642,16.803635907854037
18874059,The Pump House,Microbrewery,https://www.zomato.com/bangalore/the-pump-house-1-jp-nagar-bangalore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"607, 15th Cross, Outer Ring Road, 1st Phase, JP Nagar, Bangalore",Bangalore,JP Nagar,12.90654513,77.58213937,"JP Nagar, Bangalore","Continental, Finger Food",12 Noon to 12 Midnight,1500,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Nightlife', 'Outdoor Seating', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted']",4.5,Excellent,college,Al Ameen Pre and Degree College,12.91105578,77.58457877,0.5669813137728592
18540639,Brew Meister,Microbrewery,https://www.zomato.com/bangalore/brew-meister-jayanagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"523, 33rd Cross, Jayanagar, Bangalore",Bangalore,Jayanagar,12.9263834,77.58496106,"Jayanagar, Bangalore","North Indian, Continental, Finger Food, American, Asian",11 AM to 1 AM,1500,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Live Entertainment', 'Nightlife', 'Craft Beer', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'LGBTQIA Friendly', 'Smoking Area', 'Live Sports Screening', 'Valet Parking Available', 'Fullbar', 'Live Music', 'Rooftop', 'Table booking recommended', 'Sneakpeek', 'Wifi']",4.3,Very Good,school,Al Rahi Edu Sch Bommanahalli,12.9050686,77.6351798,5.936441829074409
18608512,Al Daaz,Casual Dining,https://www.zomato.com/bangalore/al-daaz-hsr?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"64 & 65, 27th Main Road, Sector 1, HSR, Bangalore",Bangalore,HSR,12.92077417,77.65147448,"HSR, Bangalore","North Indian, Continental, BBQ",12noon â€“ 12:30AM (Mon-Sun),550,"['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Table Reservation Not Required', 'Indoor Seating']",4.4,Very Good,college,Al-Ameen Arts and Science College,13.00965535,77.56027365,13.976441345237081
